Student_ID,Gender,Ethnicity,Scholarship,Weekly_Attendance,Weekly_Logins,Assignments,Quizzes,Programming_Projects,Label
S099,Non-binary,Black,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[9, 5, 8, 5, 5, 8, 10, 9, 5, 8, 9, 8, 8, 10, 5, 8]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['A', 'B', 'B', 'A', 'B', 'A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'B', 'B', 'B']","['A', 'A', 'B', 'A']",Normal
S100,Non-binary,Hispanic,Yes,"[1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1]","[6, 6, 6, 5, 5, 5, 4, 4, 4, 4, 4, 4, 3, 2, 2, 2]","[{'Submission_Status': 'Submitted', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'C'}, {'Submission_Status': 'Submitted', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'A'}]","['B', 'B', 'C', 'C', 'A', 'B', 'B', 'B', 'B', 'C', 'C', 'A', 'B', 'A', 'A', 'A']","['A', 'B', 'B', 'B']",Drift
S101,Non-binary,Hispanic,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[9, 10, 10, 9, 9, 8, 8, 7, 9, 6, 7, 6, 7, 6, 8, 7]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['B', 'A', 'B', 'B', 'B', 'A', 'A', 'A', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'A']","['A', 'B', 'B', 'A']",Normal
S102,Female,Hispanic,Yes,"[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]","[2, 0, 1, 1, 0, 1, 0, 2, 2, 0, 2, 2, 0, 1, 0, 0]","[{'Submission_Status': 'Late', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Late', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'E'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}]","['E', 'D', 'F', 'E', 'F', 'E', 'D', 'F', 'F', 'D', 'D', 'D', 'E', 'E', 'F', 'E']","['D', 'F', 'E', 'D']",Crisis
S103,Male,White,No,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 1, 2, 2, 1, 0, 2, 2, 1, 1, 0, 1, 2, 2]","[{'Submission_Status': 'Late', 'Grade': 'D'}, {'Submission_Status': 'Late', 'Grade': 'E'}, {'Submission_Status': 'Never Submitted', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}, {'Submission_Status': 'Late', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'F'}, {'Submission_Status': 'Late', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'E'}, {'Submission_Status': 'Late', 'Grade': 'D'}, {'Submission_Status': 'Never Submitted', 'Grade': 'E'}, {'Submission_Status': 'Never Submitted', 'Grade': 'F'}]","['E', 'D', 'E', 'E', 'F', 'F', 'D', 'F', 'D', 'F', 'D', 'D', 'F', 'D', 'F', 'E']","['E', 'F', 'E', 'E']",Crisis
S104,Non-binary,Hispanic,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[9, 9, 7, 6, 5, 6, 9, 7, 7, 8, 8, 7, 6, 5, 6, 6]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'A', 'A', 'A', 'A', 'B', 'A', 'A']","['A', 'B', 'B', 'A']",Normal
S105,Male,Asian,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[10, 9, 9, 5, 8, 5, 7, 5, 5, 7, 10, 5, 5, 5, 9, 6]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['B', 'A', 'A', 'A', 'A', 'B', 'B', 'A', 'B', 'A', 'A', 'B', 'B', 'B', 'A', 'A']","['B', 'A', 'B', 'A']",Normal
S106,Female,Asian,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[8, 7, 10, 7, 9, 10, 5, 5, 7, 8, 5, 8, 7, 8, 9, 10]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['A', 'A', 'A', 'B', 'B', 'A', 'A', 'A', 'B', 'A', 'B', 'A', 'B', 'A', 'A', 'B']","['B', 'B', 'B', 'B']",Normal
S107,Female,White,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[8, 9, 7, 6, 8, 5, 5, 7, 8, 8, 6, 10, 6, 5, 5, 10]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'B', 'B', 'A', 'A', 'B', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'A', 'A', 'A']","['B', 'A', 'B', 'B']",Normal
S108,Male,Hispanic,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[8, 5, 9, 10, 8, 10, 9, 10, 9, 9, 8, 8, 9, 6, 9, 5]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['A', 'B', 'B', 'B', 'B', 'B', 'A', 'A', 'A', 'A', 'B', 'A', 'A', 'B', 'A', 'B']","['A', 'A', 'B', 'A']",Normal
S109,Female,White,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[7, 5, 10, 8, 9, 5, 7, 8, 9, 8, 7, 9, 5, 8, 5, 10]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'A', 'A', 'A', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'A', 'B', 'B', 'B', 'B']","['A', 'B', 'B', 'B']",Normal
S110,Non-binary,Other,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[10, 9, 6, 5, 10, 10, 9, 6, 9, 8, 6, 10, 10, 8, 7, 10]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'A', 'B', 'A', 'B', 'A', 'A', 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'B']","['A', 'A', 'A', 'B']",Normal
S111,Male,Asian,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[7, 10, 9, 6, 10, 5, 10, 8, 5, 5, 5, 7, 9, 7, 5, 8]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['B', 'A', 'A', 'A', 'A', 'A', 'B', 'B', 'B', 'B', 'A', 'B', 'B', 'A', 'B', 'B']","['B', 'A', 'B', 'A']",Normal
S112,Female,White,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[7, 5, 10, 9, 5, 10, 10, 5, 10, 10, 6, 7, 9, 8, 7, 10]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'A', 'B', 'A', 'B', 'B', 'B', 'B', 'B', 'A', 'A', 'B', 'A', 'B', 'B', 'B']","['B', 'A', 'A', 'A']",Normal
S113,Non-binary,White,Yes,"[1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2]","[6, 6, 6, 5, 5, 5, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2]","[{'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'Late', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'C'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'C'}]","['A', 'A', 'B', 'B', 'C', 'B', 'B', 'A', 'B', 'A', 'C', 'A', 'B', 'C', 'C', 'A']","['B', 'A', 'B', 'A']",Drift
S114,Male,Hispanic,No,"[1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1]","[6, 6, 6, 6, 6, 5, 5, 4, 4, 4, 3, 2, 2, 2, 2, 2]","[{'Submission_Status': 'Submitted', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'C'}, {'Submission_Status': 'Submitted', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Late', 'Grade': 'C'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'Submitted', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'Submitted', 'Grade': 'C'}, {'Submission_Status': 'Submitted', 'Grade': 'B'}]","['B', 'B', 'C', 'B', 'C', 'B', 'B', 'A', 'B', 'C', 'B', 'A', 'C', 'C', 'C', 'B']","['A', 'A', 'A', 'A']",Drift
S115,Male,Black,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[8, 7, 6, 10, 8, 8, 5, 8, 5, 8, 7, 10, 9, 8, 8, 8]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['B', 'A', 'B', 'A', 'B', 'A', 'B', 'B', 'A', 'B', 'A', 'A', 'A', 'B', 'B', 'B']","['B', 'A', 'B', 'A']",Normal
S116,Non-binary,Other,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[7, 10, 10, 9, 6, 6, 5, 10, 7, 7, 5, 10, 5, 9, 9, 8]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}]","['B', 'B', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'B', 'B', 'B', 'B', 'B', 'A', 'B']","['B', 'A', 'B', 'B']",Normal
S117,Male,Asian,No,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[8, 10, 6, 10, 10, 10, 6, 8, 9, 10, 10, 9, 5, 7, 8, 8]","[{'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['B', 'B', 'B', 'B', 'A', 'A', 'A', 'B', 'A', 'A', 'B', 'A', 'A', 'B', 'B', 'B']","['B', 'B', 'B', 'B']",Normal
S118,Male,Black,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[5, 10, 9, 7, 10, 5, 8, 9, 5, 5, 8, 5, 5, 6, 10, 8]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['A', 'B', 'A', 'A', 'B', 'A', 'A', 'B', 'B', 'A', 'B', 'B', 'A', 'A', 'A', 'A']","['B', 'B', 'B', 'A']",Normal
S119,Female,Other,Yes,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[6, 7, 9, 8, 5, 7, 5, 5, 10, 10, 8, 8, 8, 10, 9, 9]","[{'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'B'}, {'Submission_Status': 'On Time', 'Grade': 'A'}]","['B', 'B', 'B', 'B', 'A', 'A', 'B', 'A', 'B', 'B', 'B', 'A', 'A', 'B', 'B', 'A']","['B', 'B', 'B', 'B']",Normal
